,graph_id,aufb_typ,aufb_quelle,aufb_letzte_akt,aufb_bezeichnung,aufb_normalform,aufb_normalform_id,graph_mitgliedschaften_anzahl
10124,orig_lobbyregister_2022-07-25_#0010125,lobbyregister_membership,lobbyregister,2022-07-25,Märkischer Arbeitgeberverband,Märkischer Arbeitgeberverband,norm_lobbyregister_eintrag_2022-09-19_#0017105,
10125,orig_lobbyregister_2022-07-14_#0010126,lobbyregister_membership,lobbyregister,2022-07-14,Marktoffensive Erneuerbare Energien,Marktoffensive Erneuerbare Energien,norm_lobbyregister_eintrag_2022-09-19_#0017110,
10126,orig_lobbyregister_2022-06-01_#0010127,lobbyregister_membership,lobbyregister,2022-06-01,Marktoffensive erneuerbare Energien,Marktoffensive Erneuerbare Energien,norm_lobbyregister_eintrag_2022-09-19_#0017110,
10127,orig_lobbyregister_2022-07-01_#0010128,lobbyregister_membership,lobbyregister,2022-07-01,Marktoffensive Erneuerbare Energien,Marktoffensive Erneuerbare Energien,norm_lobbyregister_eintrag_2022-09-19_#0017110,
10128,orig_lobbyregister_2022-07-29_#0010129,lobbyregister_membership,lobbyregister,2022-07-29,Marktoffensive Erneuerbare Energien (dena,Marktoffensive Erneuerbare Energien (dena,norm_lobbyregister_eintrag_2022-09-19_#0017111,
10129,orig_lobbyregister_2022-07-22_#0010130,lobbyregister_membership,lobbyregister,2022-07-22,Marktoffensive Erneuerbare Energien - Deutsche Energie-Agentur GmbH,Marktoffensive Erneuerbare Energien - Deutsche Energie-Agentur GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017112,
10130,orig_lobbyregister_2022-06-29_#0010131,lobbyregister_membership,lobbyregister,2022-06-29,Martin Flörkemeier,Martin Flörkemeier,norm_lobbyregister_eintrag_2022-09-19_#0017124,
10131,orig_lobbyregister_2022-08-02_#0010132,lobbyregister_membership,lobbyregister,2022-08-02,Maschinenring,Maschinenring,norm_lobbyregister_eintrag_2022-09-19_#0017132,
10132,orig_lobbyregister_2022-05-13_#0010133,lobbyregister_membership,lobbyregister,2022-05-13,Maschinenring Nürnberger Land e.V.,Maschinenring Nürnberger Land e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017133,
10133,orig_lobbyregister_2022-03-09_#0010134,lobbyregister_membership,lobbyregister,2022-03-09,Maschinenring Schwalm Eder e. V.,Maschinenring Schwalm Eder e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017134,
10134,orig_lobbyregister_2022-07-25_#0010135,lobbyregister_membership,lobbyregister,2022-07-25,Material Technology Institute,Material Technology Institute,norm_lobbyregister_eintrag_2022-09-19_#0017146,
10135,orig_lobbyregister_2022-03-04_#0010136,lobbyregister_membership,lobbyregister,2022-03-04,Mauerstraße 85,Mauerstraße 85,norm_lobbyregister_eintrag_2022-09-19_#0017150,
10136,orig_lobbyregister_2022-09-06_#0010137,lobbyregister_membership,lobbyregister,2022-09-06,Max-Planck-Gesellschaft,Max-Planck-Gesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0017157,
10137,orig_lobbyregister_2022-06-27_#0010138,lobbyregister_membership,lobbyregister,2022-06-27,Max-Planck-Gesellschaft e. V.,Max-Planck-Gesellschaft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017159,
10138,orig_lobbyregister_2022-05-04_#0010139,lobbyregister_membership,lobbyregister,2022-05-04,Max-Planck-Gesellschaft zur Förderung der Wissenschaften,Max-Planck-Gesellschaft zur Förderung der Wissenschaften,norm_lobbyregister_eintrag_2022-09-19_#0017160,
10139,orig_lobbyregister_2022-07-22_#0010140,lobbyregister_membership,lobbyregister,2022-07-22,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,Max-Planck-Gesellschaft zur Förderung der Wissenschaften e.V.,norm_a_watch_organisation_2022-09-19_#0017161,
10140,orig_lobbyregister_2022-02-01_#0010141,lobbyregister_membership,lobbyregister,2022-02-01,Max Schönleutner Gesellschaft,Max Schönleutner Gesellschaft,norm_lobbyregister_eintrag_2022-09-19_#0017178,
10141,orig_lobbyregister_2022-08-12_#0010142,lobbyregister_membership,lobbyregister,2022-08-12,Mayor Cities of Europe IT-Users Group e.V.,Mayor Cities of Europe IT-Users Group e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017182,
10142,orig_lobbyregister_2022-03-07_#0010143,lobbyregister_membership,lobbyregister,2022-03-07,MBG,MBG,norm_lobbyregister_eintrag_2022-09-19_#0017187,
10143,orig_lobbyregister_2022-08-02_#0010144,lobbyregister_membership,lobbyregister,2022-08-02,MBR Westpfalz,MBR Westpfalz,norm_lobbyregister_eintrag_2022-09-19_#0017190,
10144,orig_lobbyregister_2022-07-04_#0010145,lobbyregister_membership,lobbyregister,2022-07-04,MDO Verband Mitteldeutscher Onmibusunternehmen e.V.,MDO Verband Mitteldeutscher Onmibusunternehmen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017204,
10145,orig_lobbyregister_2022-02-28_#0010146,lobbyregister_membership,lobbyregister,2022-02-28,Mecklenburg Vorpommern,Mecklenburg Vorpommern,norm_lobbyregister_eintrag_2022-09-19_#0017206,
10146,orig_lobbyregister_2022-05-09_#0010147,lobbyregister_membership,lobbyregister,2022-05-09,med.iatori Dt. Schiedsstelle,med.iatori Dt. Schiedsstelle,norm_lobbyregister_eintrag_2022-09-19_#0017208,
10147,orig_lobbyregister_2022-09-05_#0010148,lobbyregister_membership,lobbyregister,2022-09-05,MedEcon Ruhr GmbH,MedEcon Ruhr GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017214,
10148,orig_lobbyregister_2022-04-21_#0010149,lobbyregister_membership,lobbyregister,2022-04-21,media:net berlinbrandenburg e.V.,medianet berlinbrandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017218,
10149,orig_lobbyregister_2022-07-13_#0010150,lobbyregister_membership,lobbyregister,2022-07-13,media:net BerlinBrandenburg e.V.,medianet berlinbrandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017218,
10150,orig_lobbyregister_2022-03-30_#0010151,lobbyregister_membership,lobbyregister,2022-03-30,media:net berlinbrandenburg e.V.,medianet berlinbrandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017218,
10151,orig_lobbyregister_2022-07-01_#0010152,lobbyregister_membership,lobbyregister,2022-07-01,Media:net berlin brandenburg e.V.,Media:net berlin brandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017216,
10152,orig_lobbyregister_2022-09-08_#0010153,lobbyregister_membership,lobbyregister,2022-09-08,Medianet Berlin Brandenburg,Medianet Berlin Brandenburg,norm_lobbyregister_eintrag_2022-09-19_#0017217,
10153,orig_lobbyregister_2022-09-01_#0010154,lobbyregister_membership,lobbyregister,2022-09-01,medianet berlinbrandenburg e.V.,medianet berlinbrandenburg e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017218,
10154,orig_lobbyregister_2022-08-23_#0010155,lobbyregister_membership,lobbyregister,2022-08-23,Media Smart e.V.,Media Smart e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017219,
10155,orig_lobbyregister_2022-05-18_#0010156,lobbyregister_membership,lobbyregister,2022-05-18,Medical Valley,Medical Valley,norm_lobbyregister_eintrag_2022-09-19_#0017224,
10156,orig_lobbyregister_2022-04-05_#0010157,lobbyregister_membership,lobbyregister,2022-04-05,Medical Valley EMN e.V.,Medical Valley EMN e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017225,
10157,orig_lobbyregister_2022-09-16_#0010158,lobbyregister_membership,lobbyregister,2022-09-16,Medicines for Europe,Medicines for Europe,norm_lobbyregister_eintrag_2022-09-19_#0017227,
10158,orig_lobbyregister_2022-06-29_#0010159,lobbyregister_membership,lobbyregister,2022-06-29,Medicus Mundi International (Genf),Medicus Mundi International (Genf),norm_lobbyregister_eintrag_2022-09-19_#0017235,
10159,orig_lobbyregister_2022-03-16_#0010160,lobbyregister_membership,lobbyregister,2022-03-16,MedienCampus Bayern e.V.,MedienCampus Bayern e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017237,
10160,orig_lobbyregister_2022-05-09_#0010161,lobbyregister_membership,lobbyregister,2022-05-09,Mediengemeinschaft für blinde und sehbehinderte Menschen e.V. (MEDIBUS),Mediengemeinschaft für blinde und sehbehinderte Menschen e.V. (MEDIBUS),norm_lobbyregister_eintrag_2022-09-19_#0017238,
10161,orig_lobbyregister_2022-03-16_#0010162,lobbyregister_membership,lobbyregister,2022-03-16,Medienverband der Freien Presse (MVFP),Medienverband der Freien Presse (MVFP),norm_lobbyregister_eintrag_2022-09-19_#0017241,
10162,orig_lobbyregister_2022-07-06_#0010163,lobbyregister_membership,lobbyregister,2022-07-06,Medi Geno Deutschland,Medi Geno Deutschland,norm_lobbyregister_eintrag_2022-09-19_#0017242,
10163,orig_lobbyregister_2022-04-12_#0010164,lobbyregister_membership,lobbyregister,2022-04-12,MEDI GENO Deutschland e. V.,MEDI GENO Deutschland e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017244,
10164,orig_lobbyregister_2022-04-21_#0010165,lobbyregister_membership,lobbyregister,2022-04-21,Mediverband,Mediverband,norm_lobbyregister_eintrag_2022-09-19_#0017247,
10165,orig_lobbyregister_2022-02-15_#0010166,lobbyregister_membership,lobbyregister,2022-02-15,MedTechEurope,MedTechEurope,norm_lobbyregister_eintrag_2022-09-19_#0017257,
10166,orig_lobbyregister_2022-04-01_#0010167,lobbyregister_membership,lobbyregister,2022-04-01,MedTech Europe,MedTech Europe,norm_lobbyregister_eintrag_2022-09-19_#0017258,
10167,orig_lobbyregister_2022-08-11_#0010168,lobbyregister_membership,lobbyregister,2022-08-11,MedTECH Europe,MedTECH Europe,norm_lobbyregister_eintrag_2022-09-19_#0017259,
10168,orig_lobbyregister_2022-09-02_#0010169,lobbyregister_membership,lobbyregister,2022-09-02,MEGRA Mitteleuropäische Gesellschaft für Regulatorische Angelegenheiten e.V.,MEGRA Mitteleuropäische Gesellschaft für Regulatorische Angelegenheiten e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017265,
10169,orig_lobbyregister_2022-05-10_#0010170,lobbyregister_membership,lobbyregister,2022-05-10,Mehr Demokratie,Mehr Demokratie,norm_lobbyregister_eintrag_2022-09-19_#0017267,
10170,orig_lobbyregister_2022-08-09_#0010171,lobbyregister_membership,lobbyregister,2022-08-09,Mehr Demokratie e.V.,Mehr Demokratie e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017268,
10171,orig_lobbyregister_2022-08-12_#0010172,lobbyregister_membership,lobbyregister,2022-08-12,Mehrweg-Allianz,Mehrweg-Allianz,norm_lobbyregister_eintrag_2022-09-19_#0017270,
10172,orig_lobbyregister_2022-09-16_#0010173,lobbyregister_membership,lobbyregister,2022-09-16,Meine Landwirtschaft,Meine Landwirtschaft,norm_lobbyregister_eintrag_2022-09-19_#0017271,
10173,orig_lobbyregister_2022-02-25_#0010174,lobbyregister_membership,lobbyregister,2022-02-25,Meisterkreis - Deutschland e.V.,Meisterkreis - Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017274,
10174,orig_lobbyregister_2022-07-20_#0010175,lobbyregister_membership,lobbyregister,2022-07-20,Mellifera - Netzwerk blühende Landschaften,Mellifera - Netzwerk blühende Landschaften,norm_lobbyregister_eintrag_2022-09-19_#0017279,
10175,orig_lobbyregister_2022-03-16_#0010176,lobbyregister_membership,lobbyregister,2022-03-16,Memento Bündnis,Memento Bündnis,norm_lobbyregister_eintrag_2022-09-19_#0017280,
10176,orig_lobbyregister_2022-06-27_#0010177,lobbyregister_membership,lobbyregister,2022-06-27,Memento Preis: https://memento-preis.de/,Memento Preis: https://memento-preis.de/,norm_lobbyregister_eintrag_2022-09-19_#0017281,
10177,orig_lobbyregister_2022-02-15_#0010178,lobbyregister_membership,lobbyregister,2022-02-15,Memorandum über die Kooperationen von Stiftungen und BMFSFJ bei der Förderung von bürgerschaftlichem Engagement,Memorandum über die Kooperationen von Stiftungen und BMFSFJ bei der Förderung von bürgerschaftlichem Engagement,norm_lobbyregister_eintrag_2022-09-19_#0017283,
10178,orig_lobbyregister_2022-07-01_#0010179,lobbyregister_membership,lobbyregister,2022-07-01,MEMUNITY,MEMUNITY,norm_lobbyregister_eintrag_2022-09-19_#0017284,
10179,orig_lobbyregister_2022-06-02_#0010180,lobbyregister_membership,lobbyregister,2022-06-02,MenEngage Alliance,MenEngage Alliance,norm_lobbyregister_eintrag_2022-09-19_#0017285,
10180,orig_lobbyregister_2022-09-01_#0010181,lobbyregister_membership,lobbyregister,2022-09-01,Mental Health Europe,Mental Health Europe,norm_lobbyregister_eintrag_2022-09-19_#0017289,
10181,orig_lobbyregister_2022-08-15_#0010182,lobbyregister_membership,lobbyregister,2022-08-15,Menuhinstr. 6,Menuhinstr. 6,norm_lobbyregister_eintrag_2022-09-19_#0017290,
10182,orig_lobbyregister_2022-07-27_#0010183,lobbyregister_membership,lobbyregister,2022-07-27,Mercator Institute for China Studies (MERICS),Mercator Institute for China Studies (MERICS),norm_lobbyregister_eintrag_2022-09-19_#0017293,
10183,orig_lobbyregister_2022-02-28_#0010184,lobbyregister_membership,lobbyregister,2022-02-28,Mérite Européen Freundes & Förderkreis Deutschland e.V.,Mérite Européen Freundes & Förderkreis Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017306,
10184,orig_lobbyregister_2022-02-24_#0010185,lobbyregister_membership,lobbyregister,2022-02-24,Me Saar - Verband der Metall und Elektroindustrie Saar,Me Saar - Verband der Metall und Elektroindustrie Saar,norm_lobbyregister_eintrag_2022-09-19_#0017311,
10185,orig_lobbyregister_2022-07-01_#0010186,lobbyregister_membership,lobbyregister,2022-07-01,Metaforum e.V.,Metaforum e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017317,
10186,orig_lobbyregister_2022-04-26_#0010187,lobbyregister_membership,lobbyregister,2022-04-26,meta-i.d. GmbH,meta-i.d. GmbH,norm_lobbyregister_eintrag_2022-09-19_#0017319,
10187,orig_lobbyregister_2022-09-12_#0010188,lobbyregister_membership,lobbyregister,2022-09-12,meta-i.d. Ökologische Innovation GmbH FL(EX)PERTEN,meta-i.d. Ökologische Innovation GmbH FL(EX)PERTEN,norm_lobbyregister_eintrag_2022-09-19_#0017320,
10188,orig_lobbyregister_2022-02-28_#0010189,lobbyregister_membership,lobbyregister,2022-02-28,Metal Ores & Industrial Minerals,Metal Ores & Industrial Minerals,norm_lobbyregister_eintrag_2022-09-19_#0017323,
10189,orig_lobbyregister_2022-08-03_#0010190,lobbyregister_membership,lobbyregister,2022-08-03,Metal Packaging Europe,Metal Packaging Europe,norm_lobbyregister_eintrag_2022-09-19_#0017324,
10190,orig_lobbyregister_2022-03-22_#0010191,lobbyregister_membership,lobbyregister,2022-03-22,METREX - The Network of European Metropolitan Regions and Areas,METREX - The Network of European Metropolitan Regions and Areas,norm_lobbyregister_eintrag_2022-09-19_#0017328,
10191,orig_lobbyregister_2022-02-23_#0010192,lobbyregister_membership,lobbyregister,2022-02-23,Metropolregion Mitteldeutschland,Metropolregion Mitteldeutschland,norm_lobbyregister_eintrag_2022-09-19_#0017331,
10192,orig_lobbyregister_2022-07-01_#0010193,lobbyregister_membership,lobbyregister,2022-07-01,Metropolregion Mitteldeutschland e.V.,Metropolregion Mitteldeutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017332,
10193,orig_lobbyregister_2022-08-30_#0010194,lobbyregister_membership,lobbyregister,2022-08-30,Metropolregion Rhein-Neckar,Metropolregion Rhein-Neckar,norm_lobbyregister_eintrag_2022-09-19_#0017334,
10194,orig_lobbyregister_2022-08-30_#0010195,lobbyregister_membership,lobbyregister,2022-08-30,MetropolSolar,MetropolSolar,norm_lobbyregister_eintrag_2022-09-19_#0017335,
10195,orig_lobbyregister_2022-04-22_#0010196,lobbyregister_membership,lobbyregister,2022-04-22,MetropolSolar Rhein-Neckar e. V. (MPS),MetropolSolar Rhein-Neckar e. V. (MPS),norm_lobbyregister_eintrag_2022-09-19_#0017336,
10196,orig_lobbyregister_2022-08-23_#0010197,lobbyregister_membership,lobbyregister,2022-08-23,MEV Milcherzeugervereinigung S-H e.V.,MEV Milcherzeugervereinigung S-H e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017342,
10197,orig_lobbyregister_2022-06-30_#0010198,lobbyregister_membership,lobbyregister,2022-06-30,MEW Mittelständische Energiewirtschaft Deutschland e.V.,MEW Mittelständische Energiewirtschaft Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017344,
10198,orig_lobbyregister_2022-06-16_#0010199,lobbyregister_membership,lobbyregister,2022-06-16,MEZIS,MEZIS,norm_lobbyregister_eintrag_2022-09-19_#0017348,
10199,orig_lobbyregister_2022-06-24_#0010200,lobbyregister_membership,lobbyregister,2022-06-24,Micha Deutschland e.V.,Micha Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017357,
10200,orig_lobbyregister_2022-05-31_#0010201,lobbyregister_membership,lobbyregister,2022-05-31,Michaelkirchstr. 17/18,Michaelkirchstr. 17/18,norm_lobbyregister_eintrag_2022-09-19_#0017361,
10201,orig_lobbyregister_2022-03-17_#0010202,lobbyregister_membership,lobbyregister,2022-03-17,Micha-Initiative,Micha-Initiative,norm_lobbyregister_eintrag_2022-09-19_#0017367,
10202,orig_lobbyregister_2022-06-21_#0010203,lobbyregister_membership,lobbyregister,2022-06-21,Microsoft Business User Forum,Microsoft Business User Forum,norm_lobbyregister_eintrag_2022-09-19_#0017371,
10203,orig_lobbyregister_2022-07-01_#0010204,lobbyregister_membership,lobbyregister,2022-07-01,MicroTEC Südwest,MicroTEC Südwest,norm_lobbyregister_eintrag_2022-09-19_#0017375,
10204,orig_lobbyregister_2022-02-23_#0010205,lobbyregister_membership,lobbyregister,2022-02-23,microTEC Südwest e.V.,microTEC Südwest e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017376,
10205,orig_lobbyregister_2022-08-09_#0010206,lobbyregister_membership,lobbyregister,2022-08-09,microTEC Südwest e.V. (früher: MST BW),microTEC Südwest e.V. (früher: MST BW),norm_lobbyregister_eintrag_2022-09-19_#0017377,
10206,orig_lobbyregister_2022-03-11_#0010207,lobbyregister_membership,lobbyregister,2022-03-11,Mieterverein zu Hamburg von 1890 r. V.,Mieterverein zu Hamburg von 1890 r. V.,norm_lobbyregister_eintrag_2022-09-19_#0017383,
10207,orig_lobbyregister_2022-03-22_#0010208,lobbyregister_membership,lobbyregister,2022-03-22,Migrationsrat Berlin e.V.,Migrationsrat Berlin e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017385,
10208,orig_lobbyregister_2022-06-29_#0010209,lobbyregister_membership,lobbyregister,2022-06-29,Milch.bayern,Milch.bayern,norm_lobbyregister_eintrag_2022-09-19_#0017387,
10209,orig_lobbyregister_2022-05-13_#0010210,lobbyregister_membership,lobbyregister,2022-05-13,Milchindustrieverband (MIV),Milchindustrieverband (MIV),norm_lobbyregister_eintrag_2022-09-19_#0017390,
10210,orig_lobbyregister_2022-04-12_#0010211,lobbyregister_membership,lobbyregister,2022-04-12,Milchindustrie-Verband e.V.,Milchindustrie-Verband e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017391,
10211,orig_lobbyregister_2022-06-29_#0010212,lobbyregister_membership,lobbyregister,2022-06-29,milchNRW,milchNRW,norm_lobbyregister_eintrag_2022-09-19_#0017393,
10212,orig_lobbyregister_2022-07-19_#0010213,lobbyregister_membership,lobbyregister,2022-07-19,Milchwirtschaftlicher Verein Allgäu-Schwaben e.V.,Milchwirtschaftlicher Verein Allgäu-Schwaben e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017394,
10213,orig_lobbyregister_2022-03-01_#0010214,lobbyregister_membership,lobbyregister,2022-03-01,Milchwirtschaftlicher Verein Bayern e.V.,Milchwirtschaftlicher Verein Bayern e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017395,
10214,orig_lobbyregister_2022-05-24_#0010215,lobbyregister_membership,lobbyregister,2022-05-24,Minderheitenrat der vier autochthonen nationalen Minderheiten und Volksgruppen Deutschlands,Minderheitenrat der vier autochthonen nationalen Minderheiten und Volksgruppen Deutschlands,norm_lobbyregister_eintrag_2022-09-19_#0017400,
10215,orig_lobbyregister_2022-09-14_#0010216,lobbyregister_membership,lobbyregister,2022-09-14,Minderheitensekretariat,Minderheitensekretariat,norm_lobbyregister_eintrag_2022-09-19_#0017401,
10216,orig_lobbyregister_2022-04-04_#0010217,lobbyregister_membership,lobbyregister,2022-04-04,MINT EC - Das nationale Excellence-Schulnetzwerk,MINT EC - Das nationale Excellence-Schulnetzwerk,norm_lobbyregister_eintrag_2022-09-19_#0017498,
10217,orig_lobbyregister_2022-09-01_#0010218,lobbyregister_membership,lobbyregister,2022-09-01,MINT Zukunft e.V.,MINT Zukunft e.V.,norm_a_watch_organisation_2022-09-19_#0017499,
10218,orig_lobbyregister_2022-04-19_#0010219,lobbyregister_membership,lobbyregister,2022-04-19,MINT Zukunft e. V.,MINT Zukunft e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017500,
10219,orig_lobbyregister_2022-03-31_#0010220,lobbyregister_membership,lobbyregister,2022-03-31,MINT - Zukunft e.V.,MINT - Zukunft e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017501,
10220,orig_lobbyregister_2022-08-02_#0010221,lobbyregister_membership,lobbyregister,2022-08-02,MIRO - Bundesverband Mineralische Rohstoffe e.V.,MIRO - Bundesverband Mineralische Rohstoffe e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017503,
10221,orig_lobbyregister_2022-02-24_#0010222,lobbyregister_membership,lobbyregister,2022-02-24,Mission Possible Partnership - Concrete Action for Climate,Mission Possible Partnership - Concrete Action for Climate,norm_lobbyregister_eintrag_2022-09-19_#0017508,
10222,orig_lobbyregister_2022-02-27_#0010223,lobbyregister_membership,lobbyregister,2022-02-27,Missionsärztliches Institut,Missionsärztliches Institut,norm_lobbyregister_eintrag_2022-09-19_#0017509,
10223,orig_lobbyregister_2022-07-06_#0010224,lobbyregister_membership,lobbyregister,2022-07-06,Mitarbeit in der UAG Reifen),Mitarbeit in der UAG Reifen),norm_lobbyregister_eintrag_2022-09-19_#0017510,
10224,orig_lobbyregister_2022-02-18_#0010225,lobbyregister_membership,lobbyregister,2022-02-18,Mitglied der ATSE (Arzneimittelhersteller von Therapien für seltene Erkrankungen),Mitglied der ATSE (Arzneimittelhersteller von Therapien für seltene Erkrankungen),norm_lobbyregister_eintrag_2022-09-19_#0017513,
10225,orig_lobbyregister_2022-02-28_#0010226,lobbyregister_membership,lobbyregister,2022-02-28,Mitglied der European Democrat Students,Mitglied der European Democrat Students,norm_lobbyregister_eintrag_2022-09-19_#0017515,
10226,orig_lobbyregister_2022-06-27_#0010227,lobbyregister_membership,lobbyregister,2022-06-27,Mitglied im Bundesverband Deutscher Stiftungen e.V.,Mitglied im Bundesverband Deutscher Stiftungen e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017516,
10227,orig_lobbyregister_2022-05-12_#0010228,lobbyregister_membership,lobbyregister,2022-05-12,Mitglied im Verein zur Förderung der Wettbewerbswirtschaft e.V,Mitglied im Verein zur Förderung der Wettbewerbswirtschaft e.V,norm_lobbyregister_eintrag_2022-09-19_#0017517,
10228,orig_lobbyregister_2022-09-13_#0010229,lobbyregister_membership,lobbyregister,2022-09-13,Mitgliedschaft des Landesverbandes Bayern im Verband Freier Berufe in Bayern (VFB e. V.),Mitgliedschaft des Landesverbandes Bayern im Verband Freier Berufe in Bayern (VFB e. V.),norm_lobbyregister_eintrag_2022-09-19_#0017518,
10229,orig_lobbyregister_2022-06-27_#0010230,lobbyregister_membership,lobbyregister,2022-06-27,Mitgliedschaften oder Mitwirkung bei Verbänden,Mitgliedschaften oder Mitwirkung bei Verbänden,norm_lobbyregister_eintrag_2022-09-19_#0017519,
10230,orig_lobbyregister_2022-03-23_#0010231,lobbyregister_membership,lobbyregister,2022-03-23,Mitgliedschft im europäischen Dachverband,Mitgliedschft im europäischen Dachverband,norm_lobbyregister_eintrag_2022-09-19_#0017520,
10231,orig_lobbyregister_2022-09-14_#0010232,lobbyregister_membership,lobbyregister,2022-09-14,MIT-Kommission Steuern/Finanzen,MIT-Kommission Steuern/Finanzen,norm_lobbyregister_eintrag_2022-09-19_#0017521,
10232,orig_lobbyregister_2022-07-25_#0010233,lobbyregister_membership,lobbyregister,2022-07-25,MIT- Material Testing Institut,MIT- Material Testing Institut,norm_lobbyregister_eintrag_2022-09-19_#0017522,
10233,orig_lobbyregister_2022-06-23_#0010234,lobbyregister_membership,lobbyregister,2022-06-23,MIT Mittelstands- und Wirtschaftsunion e.V.,MIT Mittelstands- und Wirtschaftsunion e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017523,
10234,orig_lobbyregister_2022-07-23_#0010235,lobbyregister_membership,lobbyregister,2022-07-23,MitOst e.V.,MitOst e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017524,
10235,orig_lobbyregister_2022-03-18_#0010236,lobbyregister_membership,lobbyregister,2022-03-18,Mitteldeutscher Verein zur Förderung des lauteren Wettbewerbs und des Energiekundenschutzes e. V. (Mitteldeutsche WettbewerbsAllianz - MWA),Mitteldeutscher Verein zur Förderung des lauteren Wettbewerbs und des Energiekundenschutzes e. V. (Mitteldeutsche WettbewerbsAllianz - MWA),norm_lobbyregister_eintrag_2022-09-19_#0017532,
10236,orig_lobbyregister_2022-02-25_#0010237,lobbyregister_membership,lobbyregister,2022-02-25,Mitteldeutsches Netzwerk für Gesundheit e.V.,Mitteldeutsches Netzwerk für Gesundheit e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017533,
10237,orig_lobbyregister_2022-03-07_#0010238,lobbyregister_membership,lobbyregister,2022-03-07,Mitteldeutsche Wettbewerbsallianz e. V.,Mitteldeutsche Wettbewerbsallianz e. V.,norm_lobbyregister_eintrag_2022-09-19_#0017534,
10238,orig_lobbyregister_2022-04-28_#0010239,lobbyregister_membership,lobbyregister,2022-04-28,Mittelrhein-Wein e.V.,Mittelrhein-Wein e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017536,
10239,orig_lobbyregister_2022-07-01_#0010240,lobbyregister_membership,lobbyregister,2022-07-01,Mittelstand 4.0 Kompetenzzentrum Planen und Bauen,Mittelstand 4.0 Kompetenzzentrum Planen und Bauen,norm_lobbyregister_eintrag_2022-09-19_#0017537,
10240,orig_lobbyregister_2022-03-01_#0010241,lobbyregister_membership,lobbyregister,2022-03-01,Mittelständische Energiewirtschaft Deutschland e.V.,Mittelständische Energiewirtschaft Deutschland e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017538,
10241,orig_lobbyregister_2022-02-23_#0010242,lobbyregister_membership,lobbyregister,2022-02-23,Mittelständische Energiewirtschaft e.V. (MEW),Mittelständische Energiewirtschaft e.V. (MEW),norm_lobbyregister_eintrag_2022-09-19_#0017539,
10242,orig_lobbyregister_2022-09-02_#0010243,lobbyregister_membership,lobbyregister,2022-09-02,Mittelständische Personenschiffahrt e.V.,Mittelständische Personenschiffahrt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017540,
10243,orig_lobbyregister_2022-07-28_#0010244,lobbyregister_membership,lobbyregister,2022-07-28,Mittelständische Personenschifffahrt e.V.,Mittelständische Personenschifffahrt e.V.,norm_lobbyregister_eintrag_2022-09-19_#0017541,
10244,orig_lobbyregister_2022-08-19_#0010245,lobbyregister_membership,lobbyregister,2022-08-19,Mittelstandsallianz,Mittelstandsallianz,norm_lobbyregister_eintrag_2022-09-19_#0017542,
